node_name,MCC,DMNC,MNC,Degree,EPC,BottleNeck,EcCentricity,Closeness,Radiality,Betweenness,Stress,ClusteringCoefficient
jgi|PhapaK8108|3117171|e_gw1.5769.10.1,19.0,0.0,1.0,19.0,37.034,1.0,0.07498,1083.70505,10.35889,8313.16938,1.68976002E8,0.0,
GlymaFiskIII.18G126400.1.p,2.0,0.0,1.0,2.0,137.257,1.0,0.07498,1221.66609,10.89837,0.02273,2.0,0.0,
GlymaFiskIII.18G122700.1.p,10.0,0.0,1.0,10.0,543.403,14.0,0.08179,1546.10404,11.88621,63386.07343,5.311990988E9,0.0,
jgi|PhapaK8108|3120264|e_gw1.5972.30.1,27.0,0.0,1.0,27.0,568.323,2.0,0.07498,1366.26764,11.32785,44186.51564,2.263744258E9,0.0,
GlymaFiskIII.18G121300.1.p,7.0,0.0,1.0,7.0,493.048,17.0,0.08997,1640.35079,12.15219,82376.93705,5.811878836E9,0.0,
GlymaFiskIII.18G120600.3.p,10.0,0.0,1.0,10.0,316.501,1.0,0.08179,1283.84578,11.11947,4074.58807,3.034035938E9,0.0,
GlymaFiskIII.18G120600.2.p,10.0,0.0,1.0,10.0,356.798,1.0,0.08179,1283.84578,11.11947,4074.58807,3.034035938E9,0.0,
GlymaFiskIII.18G120600.1.p,10.0,0.0,1.0,10.0,347.046,1.0,0.08179,1283.84578,11.11947,4074.58807,3.034035938E9,0.0,
GlymaFiskIII.18G118400.1.p,1.0,0.0,1.0,1.0,2.875,1.0,0.06427,847.49488,8.91011,0.0,0.0,0.0,
jgi|PhapaK8108|8393610|fgenesh1_kg.tig00002983_1203_#_1986_#_evgsoapSoap_101_scaffold17558_219206,24.0,0.0,1.0,24.0,19.483,21.0,0.06921,987.67826,9.8097,263173.43848,5.6160130968E10,0.0,
GlymaFiskIII.18G118100.1.p,5.0,0.0,1.0,5.0,123.593,1.0,0.07498,1205.37049,10.83325,35269.28971,5.3554568292E10,0.0,
GlymaFiskIII.18G117700.1.p,10.0,0.0,1.0,10.0,478.63,1.0,0.08179,1506.20563,11.7275,7074.97731,2.449708286E9,0.0,
GlymaFiskIII.18G116300.1.p,7.0,0.0,1.0,7.0,434.193,2.0,0.07498,1401.26847,11.5168,9732.08899,2.0570939332E10,0.0,
jgi|PhapaK8108|1611153|CE1611152_6598,29.0,0.0,1.0,30.0,480.844,1.0,0.06921,1243.36881,10.97978,56702.72076,2.44799818942E11,0.0,
GlymaFiskIII.18G112200.1.p,29.0,0.0,1.0,29.0,1404.214,1.0,0.08997,1866.5004,12.477,46655.34852,1.4758849224E10,0.0,
GlymaFiskIII.18G110900.1.p,2.0,0.0,1.0,2.0,71.698,1.0,0.06921,1135.32885,10.54702,26.29703,402080.0,0.0,
GlymaFiskIII.18G104500.1.p,35.0,0.0,1.0,35.0,1507.902,1.0,0.08997,1828.75437,12.39929,8431.2468,6.793587418E9,0.0,
GlymaFiskIII.18G103300.1.p,3.0,0.0,1.0,3.0,42.144,3.0,0.08179,1152.22006,10.63349,5256.4,8.157616502E9,0.0,
jgi|PhapaK8108|9809547|fgenesh1_kg.tig00011028_3731_#_52_#_evgsoapSoap_61_scaffold10108_206731,5.0,0.0,1.0,5.0,16.695,1.0,0.07498,971.7513,9.735,6.66667,20.0,0.0,
jgi|PhapaK8108|7484368|fgenesh1_kg.tig00000160_66_#_3672_#_evgsoapSoap_81_scaffold11568_66072,5.0,0.0,1.0,5.0,21.168,1.0,0.07498,971.7513,9.735,6.66667,20.0,0.0,
jgi|PhapaK8108|7987288|fgenesh1_kg.tig00001611_660_#_1465_#_evgvelvOases_121_Loc2903t1_156021,50.0,0.0,1.0,50.0,652.526,42.0,0.08997,1436.20754,11.53253,537614.43031,1.99881590074E11,0.0,
GlymaFiskIII.18G103200.1.p,3.0,0.0,1.0,3.0,45.867,1.0,0.08179,1152.22006,10.63349,5256.4,8.157616502E9,0.0,
GlymaFiskIII.18G101400.1.p,3.0,0.0,1.0,3.0,83.051,1.0,0.06921,1153.9791,10.66469,50.84588,5.4105128E7,0.0,
GlymaFiskIII.18G098200.2.p,5.0,0.0,1.0,5.0,1.658,38.0,0.05998,739.99459,7.78901,96778.36571,1.149981310356E12,0.0,
jgi|PhapaK8108|3165515|estExt_Genewise1Plus.C_tig00031217_56980023,7.0,0.0,1.0,7.0,1.633,43.0,0.06427,826.58382,8.6782,274390.66667,2.922083654262E12,0.0,
jgi|PhapaK8108|10661901|fgenesh1_kg.tig00031217_5698_#_4234_#_evgvelvOases_111_Loc1190t5_154710,7.0,0.0,1.0,7.0,1.587,1.0,0.06427,826.58382,8.6782,274390.66667,2.922083654262E12,0.0,
GlymaFiskIII.18G098200.1.p,5.0,0.0,1.0,5.0,1.626,1.0,0.05998,739.99459,7.78901,96778.36571,1.149981310356E12,0.0,
GlymaFiskIII.18G097100.3.p,1.0,0.0,1.0,1.0,1.063,1.0,0.00116,11.16667,0.00832,0.0,0.0,0.0,
GlymaFiskIII.18G097100.2.p,1.0,0.0,1.0,1.0,1.126,1.0,0.00116,11.16667,0.00832,0.0,0.0,0.0,
GlymaFiskIII.18G097100.1.p,1.0,0.0,1.0,1.0,1.092,1.0,0.00116,11.16667,0.00832,0.0,0.0,0.0,
GlymaFiskIII.18G097000.1.p,1.0,0.0,1.0,1.0,1.095,1.0,0.00116,11.16667,0.00832,0.0,0.0,0.0,
GlymaFiskIII.18G093500.1.p,7.0,0.0,1.0,7.0,499.789,2.0,0.08997,1457.26825,11.64158,8260.51881,2.652204121E10,0.0,
GlymaFiskIII.18G089900.3.p,3.0,0.0,1.0,3.0,43.414,1.0,0.08179,1152.22006,10.63349,5256.4,8.157616502E9,0.0,
GlymaFiskIII.18G089900.2.p,3.0,0.0,1.0,3.0,47.243,1.0,0.08179,1152.22006,10.63349,5256.4,8.157616502E9,0.0,
GlymaFiskIII.18G089900.1.p,3.0,0.0,1.0,3.0,32.184,1.0,0.08179,1152.22006,10.63349,5256.4,8.157616502E9,0.0,
GlymaFiskIII.18G088500.2.p,1.0,0.0,1.0,1.0,1.244,1.0,0.00349,25.5,0.00753,0.0,0.0,0.0,
jgi|PhapaK8108|7408287|fgenesh1_pm.tig00031321_5774_#_5,50.0,0.0,1.0,50.0,4.026,51.0,0.00698,50.0,0.01437,2450.0,2450.0,0.0,
GlymaFiskIII.18G088500.1.p,1.0,0.0,1.0,1.0,1.208,1.0,0.00349,25.5,0.00753,0.0,0.0,0.0,
GlymaFiskIII.18G080600.1.p,31.0,0.0,1.0,31.0,1466.069,1.0,0.09997,1812.21151,12.36836,20422.57226,4.720607858E10,0.0,
GlymaFiskIII.18G075000.2.p,1.0,0.0,1.0,1.0,3.05,1.0,0.05623,777.24694,8.14967,0.0,0.0,0.0,
GlymaFiskIII.18G075000.1.p,1.0,0.0,1.0,1.0,1.307,1.0,0.05623,777.24694,8.14967,0.0,0.0,0.0,
GlymaFiskIII.18G072700.1.p,5.0,0.0,1.0,5.0,352.3,2.0,0.08179,1444.83618,11.61914,5322.06954,8.82099532E8,0.0,
jgi|PhapaK8108|11625130|estExt_fgenesh1_pg.C_tig00000306_1210002,6.0,0.0,1.0,6.0,74.424,1.0,0.07498,1164.99376,10.72092,66.81114,1408222.0,0.0,
jgi|PhapaK8108|3116698|e_gw1.5741.80.1,62.0,0.0,1.0,62.0,1456.888,12.0,0.08997,1634.71468,12.10991,145007.39472,2.2304019406E10,0.0,
GlymaFiskIII.18G071800.1.p,2.0,0.0,1.0,2.0,173.999,1.0,0.08179,1517.35126,11.82328,651.52765,7.55716728E8,0.0,
GlymaFiskIII.18G071300.3.p,1.0,0.0,1.0,1.0,1.164,1.0,0.00137,14.83333,0.00877,0.0,0.0,0.0,
GlymaFiskIII.18G071300.2.p,1.0,0.0,1.0,1.0,1.145,1.0,0.00137,14.83333,0.00877,0.0,0.0,0.0,
GlymaFiskIII.18G071300.1.p,1.0,0.0,1.0,1.0,1.135,1.0,0.00137,14.83333,0.00877,0.0,0.0,0.0,
GlymaFiskIII.18G070500.3.p,36.0,0.0,1.0,36.0,1522.335,19.0,0.09997,1859.94722,12.46852,35847.97037,6.1517586042E10,0.0,
jgi|PhapaK8108|3123791|e_gw1.6424.16.1,16.0,0.0,1.0,16.0,752.168,6.0,0.08997,1474.09603,11.74843,2881.30869,1.56392564E8,0.0,
GlymaFiskIII.18G070500.2.p,36.0,0.0,1.0,36.0,1490.223,1.0,0.09997,1859.94722,12.46852,35847.97037,6.1517586042E10,0.0,
GlymaFiskIII.18G070500.1.p,36.0,0.0,1.0,36.0,1503.425,1.0,0.09997,1859.94722,12.46852,35847.97037,6.1517586042E10,0.0,
GlymaFiskIII.18G070400.2.p,36.0,0.0,1.0,36.0,1508.691,1.0,0.09997,1859.94722,12.46852,35847.97037,6.1517586042E10,0.0,
GlymaFiskIII.18G070400.1.p,36.0,0.0,1.0,36.0,1507.334,1.0,0.09997,1859.94722,12.46852,35847.97037,6.1517586042E10,0.0,
GlymaFiskIII.18G068400.1.p,3.0,0.0,1.0,3.0,96.496,5.0,0.08179,1280.23737,11.21142,1171.99468,3.4158266E7,0.0,
jgi|PhapaK8108|7404954|fgenesh1_pm.tig00003793_1510_#_2,7.0,0.0,1.0,7.0,53.831,6.0,0.07498,1253.38939,11.05667,13429.40769,1.136465414E9,0.0,
jgi|PhapaK8108|3092682|e_gw1.102.11.1,7.0,0.0,1.0,7.0,65.133,1.0,0.07498,1253.38939,11.05667,13429.40769,1.136465414E9,0.0,
GlymaFiskIII.18G063300.1.p,5.0,0.0,1.0,5.0,1.968,1.0,0.06427,911.87946,9.37448,2496.57143,3.174797076E9,0.0,
GlymaFiskIII.18G063200.1.p,5.0,0.0,1.0,5.0,1.939,1.0,0.06427,911.87946,9.37448,2496.57143,3.174797076E9,0.0,
GlymaFiskIII.18G061900.1.p,19.0,0.0,1.0,19.0,805.009,3.0,0.08179,1554.42229,11.89989,21331.0634,1.3346557792E10,0.0,
jgi|PhapaK8108|11042193|fgenesh1_kg.tig00031474_5887_#_2154_#_evgtrinTRINITY_DN204631c7_g1_i11_24044P14832,3.0,0.0,1.0,3.0,121.003,1.0,0.07498,1251.96104,11.09635,1.33863,138974.0,0.0,
jgi|PhapaK8108|11042193|fgenesh1_kg.tig00031474_5887_#_2154_#_evgtrinTRINITY_DN204631c7_g1_i11_240444932.YDR155C,3.0,0.0,1.0,3.0,156.632,1.0,0.07498,1251.96104,11.09635,1.33863,138974.0,0.0,
GlymaFiskIII.18G060600.1.p,11.0,0.0,1.0,11.0,500.185,1.0,0.08179,1332.48063,11.25766,1326.69611,1.19218314E8,0.0,
GlymaFiskIII.18G060200.3.p,3.0,0.0,1.0,3.0,115.07,3.0,0.08997,1378.42341,11.42841,2918.44444,1.066018777E10,0.0,
jgi|PhapaK8108|8136586|fgenesh1_kg.tig00002144_887_#_485_#_evgvelvOases_121_Loc2936t2_156024,9.0,0.0,1.0,9.0,51.121,1.0,0.08179,1125.14076,10.53101,24.0,72.0,0.0,
jgi|PhapaK8108|11645206|estExt_Genemark4.C_tig00031240_57110042,9.0,0.0,1.0,9.0,62.888,1.0,0.08179,1125.14076,10.53101,24.0,72.0,0.0,
GlymaFiskIII.18G060200.2.p,3.0,0.0,1.0,3.0,102.095,1.0,0.08997,1378.42341,11.42841,2918.44444,1.066018777E10,0.0,
GlymaFiskIII.18G060200.1.p,3.0,0.0,1.0,3.0,114.871,1.0,0.08997,1378.42341,11.42841,2918.44444,1.066018777E10,0.0,
GlymaFiskIII.18G050900.2.p,10.0,0.0,1.0,13.0,813.84,1.0,0.07498,1399.8224,11.5023,5322.38182,5.5978527826E10,0.0,
GlymaFiskIII.18G050900.1.p,11.0,0.0,1.0,14.0,941.908,1.0,0.07498,1525.28312,11.84517,12615.43271,6.7327217244E10,0.0,
GlymaFiskIII.18G050500.1.p,119.0,0.0,1.0,119.0,1693.552,12.0,0.08997,1688.02222,12.07119,117011.89542,1.6578279322E11,0.0,
jgi|PhapaK8108|3122778|e_gw1.6197.36.1,40.0,0.0,1.0,40.0,483.548,11.0,0.08179,1356.72071,11.30103,316400.72251,2.73779031926E11,0.0,
GlymaFiskIII.18G050200.1.p,37.0,0.0,1.0,37.0,1519.306,2.0,0.08997,1913.65952,12.59767,103953.06511,6.2535018688E10,0.0,
jgi|PhapaK8108|3091864|e_gw1.3.9.1,19.0,0.0,1.0,19.0,817.548,1.0,0.08179,1500.71908,11.8256,58076.68634,7.1044124078E10,0.0,
GlymaFiskIII.18G048300.1.p,6.0,0.0,1.0,6.0,265.364,5.0,0.07498,1417.22522,11.61887,50144.90094,1.433958214E9,0.0,
GlymaFiskIII.18G045300.1.p,7.0,0.0,1.0,7.0,215.494,1.0,0.07498,1295.1526,11.13863,9938.67824,1.4337844466E10,0.0,
GlymaFiskIII.18G043500.2.p,9.0,0.0,1.0,9.0,688.961,1.0,0.08179,1631.18618,12.02112,333.40766,1.848029E8,0.0,
GlymaFiskIII.18G043500.1.p,11.0,0.0,1.0,11.0,820.501,1.0,0.08179,1633.01952,12.02221,411.69747,2.07658488E8,0.0,
GlymaFiskIII.18G041900.1.p,5.0,0.0,1.0,5.0,212.189,1.0,0.07498,1238.42955,10.97554,6821.37009,2.66869174E8,0.0,
GlymaFiskIII.18G041300.1.p,1.0,0.0,1.0,1.0,1.16,1.0,0.06427,882.02656,9.12683,0.0,0.0,0.0,
GlymaFiskIII.18G034300.6.p,3.0,0.0,1.0,3.0,5.051,1.0,0.06921,1033.57091,10.12781,3100.23655,5.8609914E8,0.0,
GlymaFiskIII.18G034300.5.p,3.0,0.0,1.0,3.0,1.504,1.0,0.06921,1033.57091,10.12781,3100.23655,5.8609914E8,0.0,
GlymaFiskIII.18G034300.4.p,3.0,0.0,1.0,3.0,1.494,1.0,0.06921,1033.57091,10.12781,3100.23655,5.8609914E8,0.0,
GlymaFiskIII.18G034300.3.p,3.0,0.0,1.0,3.0,6.62,1.0,0.06921,1033.57091,10.12781,3100.23655,5.8609914E8,0.0,
GlymaFiskIII.18G034300.2.p,3.0,0.0,1.0,3.0,8.511,1.0,0.06921,1033.57091,10.12781,3100.23655,5.8609914E8,0.0,
GlymaFiskIII.18G034300.1.p,3.0,0.0,1.0,3.0,10.102,1.0,0.06921,1033.57091,10.12781,3100.23655,5.8609914E8,0.0,
GlymaFiskIII.18G033400.1.p,1.0,0.0,1.0,1.0,21.524,1.0,0.06921,1030.78797,10.01999,0.0,0.0,0.0,
GlymaFiskIII.18G029500.1.p,1.0,0.0,1.0,1.0,108.281,1.0,0.07498,1254.33903,11.07761,0.0,0.0,0.0,
GlymaFiskIII.18G028900.2.p,17.0,0.0,1.0,17.0,1127.767,1.0,0.08997,1696.22341,12.16423,1981.46741,1.129540878E9,0.0,
GlymaFiskIII.18G028900.1.p,17.0,0.0,1.0,17.0,1084.935,1.0,0.08997,1696.22341,12.16423,1981.46741,1.129540878E9,0.0,
GlymaFiskIII.18G028200.4.p,1.0,0.0,1.0,1.0,1.179,1.0,0.00239,17.5,0.00535,0.0,0.0,0.0,
GlymaFiskIII.18G028200.3.p,1.0,0.0,1.0,1.0,1.159,1.0,0.00239,17.5,0.00535,0.0,0.0,0.0,
GlymaFiskIII.18G028200.2.p,1.0,0.0,1.0,1.0,1.219,1.0,0.00239,17.5,0.00535,0.0,0.0,0.0,
GlymaFiskIII.18G028200.1.p,1.0,0.0,1.0,1.0,1.233,1.0,0.00239,17.5,0.00535,0.0,0.0,0.0,
GlymaFiskIII.18G027200.1.p,15.0,0.0,1.0,15.0,755.699,1.0,0.08179,1558.49968,11.91412,13262.23262,1.2172173666E10,0.0,
GlymaFiskIII.18G025800.2.p,20.0,0.0,1.0,20.0,1115.943,1.0,0.08997,1766.08889,12.30433,9794.96604,3.444100338E9,0.0,
GlymaFiskIII.18G025800.1.p,20.0,0.0,1.0,20.0,1140.267,1.0,0.08997,1766.08889,12.30433,9794.96604,3.444100338E9,0.0,
GlymaFiskIII.18G024600.1.p,14.0,0.0,1.0,14.0,934.396,31.0,0.08997,1624.99246,11.99704,82937.99404,4.48780017408E11,0.0,
GlymaFiskIII.18G019600.1.p,28.0,0.0,1.0,28.0,1369.443,56.0,0.08997,1832.11667,12.3722,96426.82286,2.7748361218E10,0.0,
GlymaFiskIII.18G018400.1.p,1.0,0.0,1.0,1.0,1.101,1.0,4.1E-4,3.0,0.00148,0.0,0.0,0.0,
jgi|PhapaK8108|2720042|CE2720041_23986,5.0,0.0,1.0,5.0,1.334,6.0,8.2E-4,5.0,0.00213,20.0,20.0,0.0,
GlymaFiskIII.18G016800.1.p,3.0,0.0,1.0,3.0,114.999,1.0,0.08997,1378.42341,11.42841,2918.44444,1.066018777E10,0.0,
GlymaFiskIII.18G016600.1.p,2.0,0.0,1.0,2.0,34.19,2.0,0.07498,1042.13384,10.09552,75.55717,3.9605866E7,0.0,
jgi|PhapaK8108|3148038|estExt_Genewise1Plus.C_tig00000030_140047,17.0,0.0,1.0,17.0,114.84,13.0,0.06921,1021.40204,9.9747,2634.30214,1.382200232E9,0.0,
GlymaFiskIII.18G016400.1.p,4.0,0.0,1.0,4.0,281.979,1.0,0.08179,1429.64293,11.65964,2194.67798,1.004732564E9,0.0,
GlymaFiskIII.18G015400.1.p,2.0,0.0,1.0,2.0,36.272,1.0,0.06921,1132.50417,10.50296,1296.78643,3.55385388E8,0.0,
GlymaFiskIII.18G014900.2.p,6.0,0.0,1.0,6.0,28.603,1.0,0.06921,1092.89706,10.41075,1834.70548,1.00340038E9,0.0,
GlymaFiskIII.18G014900.1.p,6.0,0.0,1.0,6.0,24.858,1.0,0.06921,1092.89706,10.41075,1834.70548,1.00340038E9,0.0,
GlymaFiskIII.18G014800.2.p,6.0,0.0,1.0,6.0,25.972,1.0,0.06921,1092.89706,10.41075,1834.70548,1.00340038E9,0.0,
GlymaFiskIII.18G014800.1.p,6.0,0.0,1.0,6.0,42.135,1.0,0.06921,1092.89706,10.41075,1834.70548,1.00340038E9,0.0,
GlymaFiskIII.18G012100.1.p,1.0,0.0,1.0,1.0,1.065,1.0,2.7E-4,2.0,0.00128,0.0,0.0,0.0,
jgi|PhapaK8108|8190405|fgenesh1_kg.tig00002386_967_#_85_#_evgvelvOases_101_Loc2364t2_153187,3.0,0.0,1.0,3.0,1.159,4.0,5.5E-4,3.0,0.00164,6.0,6.0,0.0,
GlymaFiskIII.18G010200.3.p,5.0,0.0,1.0,5.0,281.704,1.0,0.08997,1418.76508,11.53294,3922.34875,3.0070787774E10,0.0,
GlymaFiskIII.18G010200.2.p,5.0,0.0,1.0,5.0,260.109,1.0,0.08997,1418.76508,11.53294,3922.34875,3.0070787774E10,0.0,
GlymaFiskIII.18G010200.1.p,5.0,0.0,1.0,5.0,250.804,1.0,0.08997,1418.76508,11.53294,3922.34875,3.0070787774E10,0.0,
GlymaFiskIII.18G009500.1.p,5.0,0.0,1.0,5.0,188.678,1.0,0.07498,1342.39466,11.36,4137.92924,1.535259886E10,0.0,
GlymaFiskIII.18G008600.3.p,2.0,0.0,1.0,2.0,173.359,1.0,0.07498,1221.66609,10.89837,0.02273,2.0,0.0,
GlymaFiskIII.18G008600.2.p,2.0,0.0,1.0,2.0,160.818,1.0,0.07498,1221.66609,10.89837,0.02273,2.0,0.0,
GlymaFiskIII.18G008600.1.p,2.0,0.0,1.0,2.0,147.103,1.0,0.07498,1221.66609,10.89837,0.02273,2.0,0.0,
GlymaFiskIII.18G008100.1.p,1.0,0.0,1.0,1.0,1.056,1.0,2.1E-4,1.5,0.00123,0.0,0.0,0.0,
jgi|PhapaK8108|3153498|estExt_Genewise1Plus.C_tig00002814_11310016,2.0,0.0,1.0,2.0,1.119,3.0,4.1E-4,2.0,0.00144,2.0,2.0,0.0,
GlymaFiskIII.18G007500.1.p,18.0,0.0,1.0,18.0,1084.154,2.0,0.08997,1713.41548,12.1946,63462.87617,4.7112641032E10,0.0,
jgi|PhapaK8108|10919452|fgenesh1_kg.tig00031388_5816_#_1391_#_evgtrinTRINITY_DN202712c3_g2_i5_2381276239.Y57G11C.15a,45.0,0.0,1.0,45.0,1529.271,1.0,0.08179,1614.75519,12.00128,6929.37922,2.699059592E9,0.0,
GlymaFiskIII.18G005000.1.p,2.0,0.0,1.0,2.0,1.151,1.0,4.1E-4,3.5,0.00164,0.5,2.0,0.0,
jgi|PhapaK8108|3149549|estExt_Genewise1Plus.C_tig00000697_2840007,4.0,0.0,1.0,4.0,1.29,5.0,4.1E-4,4.5,0.00197,6.0,12.0,0.0,
jgi|PhapaK8108|8301827|fgenesh1_kg.tig00002731_1100_#_609_#_evgsoapSoap_35_scaffold129137_186645,4.0,0.0,1.0,4.0,1.283,1.0,4.1E-4,4.5,0.00197,6.0,12.0,0.0,
GlymaFiskIII.18G003800.1.p,8.0,0.0,1.0,8.0,530.093,132.0,0.08997,1476.35317,11.75404,9669.68858,6.698726464E9,0.0,
jgi|PhapaK8108|10245148|fgenesh1_kg.tig00015425_4703_#_1249_#_evgsoapSoap_121_C73797_68945,66.0,0.0,1.0,66.0,1181.75,131.0,0.08179,1515.57428,11.76266,1315614.14261,1.492317878681E13,0.0,
GlymaFiskIII.18G002600.1.p,4.0,0.0,1.0,4.0,175.418,1.0,0.07498,1053.21223,10.22796,0.2937,12.0,0.0,
GlymaFiskIII.18G000800.2.p,1.0,0.0,1.0,1.0,2.858,1.0,0.06921,1057.23841,10.22112,0.0,0.0,0.0,
GlymaFiskIII.18G000800.1.p,1.0,0.0,1.0,1.0,6.332,1.0,0.06921,1057.23841,10.22112,0.0,0.0,0.0,
GlymaFiskIII.17G248600.1.p,15.0,0.0,1.0,15.0,721.747,110.0,0.07498,1458.63828,11.62078,96437.48346,8.137623655E10,0.0,
GlymaFiskIII.17G248100.1.p,1.0,0.0,1.0,1.0,4.686,1.0,0.06427,937.52154,9.46341,0.0,0.0,0.0,
GlymaFiskIII.17G245000.3.p,14.0,0.0,1.0,15.0,654.731,69.0,0.07498,1570.37558,11.94805,115482.09581,1.99816562878E11,0.0,
jgi|PhapaK8108|3093218|e_gw1.148.21.1,49.0,0.0,1.0,49.0,808.091,9.0,0.08179,1444.00123,11.61216,156456.15608,9.3404994448E10,0.0,
GlymaFiskIII.17G245000.2.p,12.0,0.0,1.0,13.0,585.012,1.0,0.07498,1556.09899,11.90099,68808.67231,2.6987060436E10,0.0,
GlymaFiskIII.17G245000.1.p,14.0,0.0,1.0,15.0,633.355,1.0,0.07498,1570.37558,11.94805,115482.09581,1.99816562878E11,0.0,
GlymaFiskIII.17G244500.2.p,4.0,0.0,1.0,4.0,20.961,1.0,0.08179,1150.87601,10.62966,982.87266,6.8700958066E10,0.0,
GlymaFiskIII.17G244500.1.p,4.0,0.0,1.0,4.0,42.605,1.0,0.08179,1150.87601,10.62966,982.87266,6.8700958066E10,0.0,
GlymaFiskIII.17G244100.1.p,6.0,0.0,1.0,6.0,278.562,1.0,0.08179,1338.70844,11.36055,2885.68494,6.71247978E8,0.0,
GlymaFiskIII.17G242800.7.p,8.0,0.0,1.0,8.0,517.445,1.0,0.08997,1476.35317,11.75404,9669.68858,6.698726464E9,0.0,
GlymaFiskIII.17G242800.6.p,8.0,0.0,1.0,8.0,534.221,1.0,0.08997,1476.35317,11.75404,9669.68858,6.698726464E9,0.0,
GlymaFiskIII.17G242800.5.p,8.0,0.0,1.0,8.0,543.553,1.0,0.08997,1476.35317,11.75404,9669.68858,6.698726464E9,0.0,
GlymaFiskIII.17G242800.4.p,8.0,0.0,1.0,8.0,551.331,1.0,0.08997,1476.35317,11.75404,9669.68858,6.698726464E9,0.0,
GlymaFiskIII.17G242800.3.p,8.0,0.0,1.0,8.0,490.123,1.0,0.08997,1476.35317,11.75404,9669.68858,6.698726464E9,0.0,
GlymaFiskIII.17G242800.2.p,8.0,0.0,1.0,8.0,553.879,1.0,0.08997,1476.35317,11.75404,9669.68858,6.698726464E9,0.0,
GlymaFiskIII.17G242800.1.p,8.0,0.0,1.0,8.0,531.171,1.0,0.08997,1476.35317,11.75404,9669.68858,6.698726464E9,0.0,
GlymaFiskIII.17G242100.1.p,6.0,0.0,1.0,6.0,40.145,1.0,0.06921,1092.89706,10.41075,1834.70548,1.00340038E9,0.0,
GlymaFiskIII.17G240100.1.p,8.0,0.0,1.0,9.0,688.418,1.0,0.08997,1540.72698,11.88238,555.04661,2.55197296E8,0.0,
GlymaFiskIII.17G238600.1.p,119.0,0.0,1.0,119.0,1693.639,1.0,0.08997,1652.48571,11.9839,9437.12129,7.117687038E10,0.0,
GlymaFiskIII.17G231200.1.p,123.0,0.0,1.0,123.0,1695.208,19.0,0.08997,1734.97103,12.19597,119125.86099,2.11233272272E11,0.0,
jgi|PhapaK8108|8503052|fgenesh1_kg.tig00003310_1342_#_447_#_evgtrinTRINITY_DN199403c2_g1_i1_233844,20.0,0.0,1.0,20.0,435.033,17.0,0.08179,1335.91277,11.30158,80039.27636,1.1781363142E11,0.0,
jgi|PhapaK8108|8397374|fgenesh1_kg.tig00002989_1207_#_793_#_evgtrinTRINITY_DN199403c2_g1_i1_233844,20.0,0.0,1.0,20.0,376.54,1.0,0.08179,1335.91277,11.30158,80039.27636,1.1781363142E11,0.0,
GlymaFiskIII.17G217500.3.p,2.0,0.0,1.0,2.0,31.696,4.0,0.07498,1135.78806,10.62063,13142.0,2.4078588642E10,0.0,
jgi|PhapaK8108|3094440|e_gw1.363.29.1,5.0,0.0,1.0,5.0,6.442,3.0,0.06921,962.49825,9.72213,26301.0,4.8157177304E10,0.0,
GlymaFiskIII.17G217500.2.p,2.0,0.0,1.0,2.0,40.11,1.0,0.07498,1135.78806,10.62063,13142.0,2.4078588642E10,0.0,
GlymaFiskIII.17G217500.1.p,2.0,0.0,1.0,2.0,38.799,1.0,0.07498,1135.78806,10.62063,13142.0,2.4078588642E10,0.0,
GlymaFiskIII.17G214700.3.p,1.0,0.0,1.0,1.0,1.135,1.0,8.7E-4,9.33333,0.00578,0.0,0.0,0.0,
jgi|PhapaK8108|11094130|fgenesh1_kg.tig00031514_5919_#_203_#_evgvelvOases_121_Loc9610t1_156608,17.0,0.0,1.0,17.0,2.107,19.0,0.0013,17.5,0.00823,229.0,404.0,0.0,
GlymaFiskIII.17G214700.2.p,1.0,0.0,1.0,1.0,1.125,1.0,8.7E-4,9.33333,0.00578,0.0,0.0,0.0,
GlymaFiskIII.17G214700.1.p,1.0,0.0,1.0,1.0,1.152,1.0,8.7E-4,9.33333,0.00578,0.0,0.0,0.0,
GlymaFiskIII.17G214400.1.p,3.0,0.0,1.0,3.0,125.601,1.0,0.07498,1228.0149,10.94845,952.84738,5.78474934E8,0.0,
GlymaFiskIII.17G210100.1.p,4.0,0.0,1.0,4.0,115.858,1.0,0.06921,1119.31763,10.45699,13649.30698,1.4895411232E10,0.0,
GlymaFiskIII.17G209800.1.p,1.0,0.0,1.0,1.0,1.101,1.0,0.06427,794.59559,8.47092,0.0,0.0,0.0,
GlymaFiskIII.17G202800.5.p,3.0,0.0,1.0,3.0,18.726,2.0,0.06427,1075.49048,10.29007,4412.37301,3.1163219E8,0.0,
jgi|PhapaK8108|11560234|fgenesh1_kg.tig00032159_6371_#_331_#_evgsoapSoap_91_scaffold12933_217195,31.0,0.0,1.0,31.0,103.762,10.0,0.06921,1110.76553,10.37312,134584.54196,2.3038590022E10,0.0,
GlymaFiskIII.17G202800.4.p,3.0,0.0,1.0,3.0,25.827,1.0,0.06427,1075.49048,10.29007,4412.37301,3.1163219E8,0.0,
GlymaFiskIII.17G202800.3.p,3.0,0.0,1.0,3.0,14.103,1.0,0.06427,1075.49048,10.29007,4412.37301,3.1163219E8,0.0,
GlymaFiskIII.17G202800.2.p,3.0,0.0,1.0,3.0,19.226,1.0,0.06427,1075.49048,10.29007,4412.37301,3.1163219E8,0.0,
